source,target,Fisher_Z,avg_r
Frontal_Inf_Oper_L,Vermis_8,0.0058,0.0058
Temporal_Mid_L,Vermis_9,0.0058,0.0058
Cerebelum_Crus2_L,Cerebelum_3_R,-0.0058,-0.0058
Olfactory_R,Cerebelum_8_L,-0.0058,-0.0058
Rolandic_Oper_R,Vermis_9,0.0058,0.0058
Occipital_Mid_R,Cerebelum_7b_L,-0.0058,-0.0058
Angular_L,Cerebelum_Crus1_L,0.0057,0.0057
Amygdala_L,Precuneus_R,-0.0057,-0.0057
Precuneus_L,Cerebelum_8_L,0.0057,0.0057
Cerebelum_4_5_R,Vermis_9,0.0057,0.0057
Cerebelum_3_R,Cerebelum_8_R,0.0057,0.0057
Temporal_Mid_R,Temporal_Pole_Mid_L,0.0057,0.0057
SupraMarginal_R,Cerebelum_8_L,0.0057,0.0057
Frontal_Sup_Medial_L,Cerebelum_Crus1_R,0.0057,0.0057
Occipital_Mid_R,Cerebelum_Crus2_L,-0.0057,-0.0057
Frontal_Sup_R,Temporal_Pole_Mid_L,-0.0057,-0.0057
Occipital_Inf_L,Cerebelum_8_R,0.0057,0.0057
Cuneus_R,Vermis_8,0.0056,0.0056
Temporal_Mid_R,Vermis_9,0.0056,0.0056
Precuneus_R,Cerebelum_9_L,0.0056,0.0056
Frontal_Sup_Orb_R,Cerebelum_8_R,-0.0056,-0.0056
Frontal_Inf_Orb_R,Vermis_9,0.0056,0.0056
Cingulum_Ant_R,Vermis_7,0.0056,0.0056
Frontal_Sup_Orb_R,Vermis_9,0.0056,0.0056
Postcentral_L,Cerebelum_6_R,0.0056,0.0056
Paracentral_Lobule_R,Temporal_Pole_Mid_L,0.0056,0.0056
Putamen_R,Cerebelum_8_R,-0.0056,-0.0056
Cerebelum_Crus1_R,Cerebelum_8_L,0.0055,0.0055
Occipital_Mid_R,Cerebelum_Crus1_L,0.0055,0.0055
Frontal_Med_Orb_L,ParaHippocampal_L,0.0055,0.0055
ParaHippocampal_R,Cerebelum_8_R,0.0055,0.0055
Insula_R,Cerebelum_Crus2_R,-0.0055,-0.0055
Heschl_L,Vermis_8,-0.0055,-0.0055
Temporal_Mid_L,Cerebelum_Crus1_R,0.0055,0.0055
Temporal_Pole_Mid_L,Cerebelum_9_R,-0.0054,-0.0054
Amygdala_L,Postcentral_L,0.0054,0.0054
Fusiform_L,Cerebelum_9_L,-0.0054,-0.0054
Occipital_Mid_R,Vermis_8,0.0054,0.0054
Precuneus_R,Cerebelum_Crus2_R,-0.0054,-0.0054
Cerebelum_4_5_L,Vermis_9,0.0054,0.0054
Thalamus_R,Vermis_10,0.0054,0.0054
Parietal_Sup_L,Cerebelum_8_L,0.0054,0.0054
Frontal_Sup_R,Cerebelum_8_R,0.0054,0.0054
Amygdala_L,Cerebelum_8_R,-0.0054,-0.0054
Cingulum_Mid_R,Cerebelum_8_L,0.0054,0.0054
Cerebelum_9_L,Vermis_9,0.0053,0.0053
Parietal_Inf_L,Cerebelum_Crus2_R,-0.0053,-0.0053
Frontal_Inf_Tri_L,Cerebelum_Crus2_R,-0.0053,-0.0053
Occipital_Mid_L,Cerebelum_Crus1_L,-0.0053,-0.0053
Occipital_Mid_L,Cerebelum_8_L,0.0053,0.0053
Frontal_Inf_Tri_L,Amygdala_R,0.0053,0.0053
Thalamus_L,Cerebelum_8_L,0.0053,0.0053
SupraMarginal_L,Cerebelum_Crus1_R,-0.0053,-0.0053
Fusiform_R,Vermis_9,0.0053,0.0053
SupraMarginal_L,Cerebelum_Crus2_R,-0.0052,-0.0052
Frontal_Inf_Orb_R,Cerebelum_Crus2_R,-0.0052,-0.0052
Frontal_Inf_Orb_R,Cerebelum_9_R,0.0052,0.0052
Paracentral_Lobule_L,Cerebelum_Crus2_L,0.0052,0.0052
Frontal_Inf_Oper_R,Vermis_9,0.0052,0.0052
Postcentral_R,Cerebelum_Crus1_L,0.0052,0.0052
Precentral_R,Cerebelum_8_L,0.0052,0.0052
Occipital_Inf_L,Cerebelum_Crus2_R,-0.0052,-0.0052
Occipital_Sup_L,Cerebelum_8_R,0.0052,0.0052
Cingulum_Mid_L,Temporal_Pole_Mid_R,-0.0051,-0.0051
Cerebelum_9_L,Vermis_7,-0.0051,-0.0051
Cingulum_Post_R,Cerebelum_Crus1_L,0.0051,0.0051
Frontal_Sup_L,Cerebelum_Crus1_R,-0.0051,-0.0051
Cerebelum_Crus2_L,Cerebelum_9_L,0.0051,0.0051
Fusiform_L,Vermis_10,0.0051,0.0051
Pallidum_L,Cerebelum_8_L,0.0051,0.0051
Frontal_Med_Orb_R,ParaHippocampal_R,-0.0051,-0.0051
Supp_Motor_Area_R,Vermis_8,0.0051,0.0051
Olfactory_L,Cerebelum_8_R,0.005,0.005
Cerebelum_Crus2_L,Cerebelum_4_5_R,-0.005,-0.005
Cerebelum_Crus2_R,Vermis_8,0.005,0.005
Putamen_R,Cerebelum_Crus1_R,0.005,0.005
Frontal_Med_Orb_L,Cerebelum_8_L,0.005,0.005
Cerebelum_Crus2_L,Vermis_10,0.005,0.005
Thalamus_R,Cerebelum_8_R,-0.005,-0.005
Occipital_Inf_L,Cerebelum_9_L,-0.005,-0.005
Cingulum_Ant_R,Cerebelum_Crus2_R,-0.005,-0.005
Paracentral_Lobule_R,Cerebelum_Crus1_L,-0.005,-0.005
Vermis_1_2,Vermis_9,0.005,0.005
Cerebelum_Crus1_L,Cerebelum_9_R,-0.005,-0.005
Supp_Motor_Area_L,Cerebelum_8_L,0.005,0.005
Pallidum_R,Cerebelum_Crus2_R,0.005,0.005
Temporal_Pole_Mid_R,Cerebelum_9_R,-0.005,-0.005
Temporal_Pole_Mid_L,Vermis_6,0.005,0.005
Parietal_Inf_L,Temporal_Pole_Mid_L,-0.005,-0.005
Heschl_R,Cerebelum_Crus2_R,-0.005,-0.005
Frontal_Mid_R,Amygdala_L,0.005,0.005
Cingulum_Post_L,Cerebelum_Crus2_L,-0.0049,-0.0049
Frontal_Med_Orb_L,Cerebelum_7b_L,0.0049,0.0049
Pallidum_L,Cerebelum_Crus2_L,0.0049,0.0049
Frontal_Sup_Orb_R,Cerebelum_Crus2_R,-0.0049,-0.0049
Frontal_Sup_Orb_R,Cerebelum_9_R,0.0049,0.0049
Vermis_3,Vermis_9,0.0049,0.0049
Thalamus_L,Cerebelum_Crus1_R,0.0049,0.0049
Paracentral_Lobule_L,Vermis_7,0.0049,0.0049
ParaHippocampal_L,Cerebelum_8_R,-0.0049,-0.0049
Frontal_Mid_R,Vermis_9,0.0048,0.0048
Occipital_Sup_R,Cerebelum_8_R,0.0048,0.0048
Cingulum_Post_R,Vermis_8,0.0048,0.0048
Pallidum_L,Vermis_9,0.0048,0.0048
Frontal_Mid_Orb_L,Cerebelum_9_R,0.0048,0.0048
Cerebelum_8_R,Vermis_4_5,-0.0048,-0.0048
Rectus_R,Cerebelum_Crus2_L,0.0048,0.0048
Precuneus_L,Cerebelum_9_L,0.0048,0.0048
Occipital_Sup_R,Cerebelum_Crus1_L,0.0048,0.0048
Cerebelum_3_R,Vermis_8,0.0047,0.0047
Parietal_Inf_R,Cerebelum_9_L,0.0047,0.0047
Vermis_7,Vermis_9,0.0047,0.0047
Parietal_Sup_R,Cerebelum_8_R,-0.0047,-0.0047
Postcentral_L,Cerebelum_9_L,0.0047,0.0047
ParaHippocampal_R,Cerebelum_8_L,0.0047,0.0047
Heschl_R,Vermis_9,0.0047,0.0047
Temporal_Pole_Mid_L,Vermis_9,-0.0047,-0.0047
Calcarine_R,Cerebelum_Crus1_L,0.0047,0.0047
Cingulum_Ant_R,Cerebelum_8_R,0.0046,0.0046
Cingulum_Ant_R,Cerebelum_Crus2_L,-0.0046,-0.0046
Cingulum_Ant_L,Temporal_Pole_Mid_L,0.0046,0.0046
Angular_R,Temporal_Pole_Mid_L,-0.0046,-0.0046
Frontal_Inf_Tri_L,Vermis_6,0.0046,0.0046
Parietal_Inf_R,Cerebelum_Crus2_L,-0.0046,-0.0046
Frontal_Sup_Orb_L,Cerebelum_9_R,0.0046,0.0046
Cerebelum_Crus2_L,Vermis_4_5,0.0046,0.0046
SupraMarginal_L,Cerebelum_8_R,-0.0046,-0.0046
Cerebelum_3_L,Cerebelum_8_L,0.0046,0.0046
Temporal_Mid_R,Cerebelum_8_R,0.0046,0.0046
SupraMarginal_R,Cerebelum_9_R,0.0046,0.0046
Temporal_Pole_Mid_L,Cerebelum_8_L,-0.0046,-0.0046
Postcentral_L,Vermis_6,0.0046,0.0046
Cerebelum_Crus2_R,Vermis_10,-0.0046,-0.0046
Cingulum_Mid_R,Temporal_Pole_Mid_R,-0.0046,-0.0046
Temporal_Sup_R,Cerebelum_8_L,-0.0045,-0.0045
Pallidum_L,Cerebelum_7b_L,0.0045,0.0045
Cerebelum_7b_L,Cerebelum_9_L,-0.0045,-0.0045
Occipital_Mid_L,Temporal_Pole_Mid_R,0.0045,0.0045
Calcarine_L,Temporal_Pole_Mid_L,0.0045,0.0045
Caudate_L,Cerebelum_9_R,-0.0044,-0.0044
Cuneus_L,Temporal_Pole_Mid_L,0.0044,0.0044
Pallidum_R,Temporal_Pole_Mid_R,0.0044,0.0044
Cuneus_R,Cerebelum_Crus1_L,-0.0044,-0.0044
Frontal_Mid_Orb_R,Cerebelum_Crus1_L,0.0044,0.0044
Insula_L,Cerebelum_8_L,0.0044,0.0044
Pallidum_R,Vermis_9,-0.0044,-0.0044
ParaHippocampal_L,Cerebelum_7b_L,-0.0043,-0.0043
Fusiform_L,Vermis_8,0.0043,0.0043
Cingulum_Post_R,Vermis_9,-0.0043,-0.0043
Rolandic_Oper_L,Cerebelum_Crus1_R,0.0043,0.0043
Postcentral_L,Cerebelum_7b_L,0.0043,0.0043
Temporal_Sup_R,Vermis_9,0.0043,0.0043
Frontal_Mid_R,Cerebelum_Crus1_R,-0.0043,-0.0043
Precentral_R,Cerebelum_9_L,0.0043,0.0043
Angular_L,Cerebelum_Crus2_R,-0.0043,-0.0043
Putamen_R,Cerebelum_9_R,-0.0043,-0.0043
Cerebelum_7b_L,Vermis_10,-0.0043,-0.0043
Lingual_R,Cerebelum_8_L,0.0043,0.0043
Supp_Motor_Area_L,Cerebelum_8_R,0.0043,0.0043
Cingulum_Post_L,Vermis_8,0.0043,0.0043
Frontal_Inf_Oper_R,Cerebelum_8_R,0.0042,0.0042
Rectus_R,Cerebelum_9_L,0.0042,0.0042
Frontal_Med_Orb_R,Cerebelum_7b_L,0.0042,0.0042
Cingulum_Mid_R,Cerebelum_9_R,0.0042,0.0042
Temporal_Pole_Mid_L,Cerebelum_Crus2_R,0.0042,0.0042
Occipital_Inf_R,Vermis_8,-0.0042,-0.0042
Heschl_L,Cerebelum_8_L,-0.0042,-0.0042
Cerebelum_Crus2_L,Cerebelum_8_L,0.0042,0.0042
Cerebelum_Crus2_L,Cerebelum_8_R,0.0042,0.0042
Cerebelum_Crus1_R,Cerebelum_7b_L,0.0042,0.0042
Putamen_L,Cerebelum_8_R,0.0041,0.0041
Precentral_L,Vermis_9,-0.0041,-0.0041
Temporal_Pole_Sup_L,Cerebelum_8_R,0.0041,0.0041
Frontal_Inf_Tri_R,Temporal_Pole_Mid_L,-0.0041,-0.0041
Frontal_Inf_Tri_R,Cerebelum_Crus2_L,0.0041,0.0041
Supp_Motor_Area_L,Cerebelum_9_R,0.0041,0.0041
Pallidum_R,Vermis_8,0.0041,0.0041
Caudate_R,Vermis_8,0.0041,0.0041
Fusiform_L,Cerebelum_7b_L,-0.0041,-0.0041
Olfactory_R,Vermis_8,0.0041,0.0041
Cingulum_Mid_R,Cerebelum_Crus2_R,-0.0041,-0.0041
Cingulum_Mid_L,Vermis_9,-0.0041,-0.0041
Occipital_Inf_R,Cerebelum_7b_L,-0.0041,-0.0041
Postcentral_R,Vermis_7,-0.0041,-0.0041
Cingulum_Post_R,Cerebelum_8_L,0.0041,0.0041
Cuneus_R,Cerebelum_Crus2_L,-0.0041,-0.0041
Heschl_L,Cerebelum_9_R,-0.004,-0.004
Occipital_Mid_L,Vermis_8,0.004,0.004
Thalamus_R,Cerebelum_Crus1_R,0.004,0.004
Parietal_Inf_L,Cerebelum_8_L,0.004,0.004
Frontal_Sup_L,Temporal_Pole_Mid_L,-0.004,-0.004
Cerebelum_3_L,Vermis_9,0.004,0.004
Angular_R,Cerebelum_9_L,-0.004,-0.004
Calcarine_R,Cerebelum_8_R,0.004,0.004
Cerebelum_3_R,Vermis_9,0.0039,0.0039
Frontal_Sup_Orb_L,Cerebelum_8_L,0.0039,0.0039
Frontal_Inf_Tri_R,Cerebelum_9_L,-0.0039,-0.0039
Lingual_R,Vermis_9,0.0039,0.0039
Thalamus_L,Cerebelum_9_R,0.0039,0.0039
Frontal_Sup_Medial_R,Vermis_7,-0.0039,-0.0039
Temporal_Pole_Mid_R,Vermis_9,-0.0039,-0.0039
Frontal_Sup_Medial_R,Cerebelum_Crus1_L,0.0039,0.0039
Pallidum_L,Vermis_8,0.0039,0.0039
Amygdala_L,Vermis_9,-0.0039,-0.0039
Frontal_Mid_R,Cerebelum_9_L,-0.0039,-0.0039
Frontal_Inf_Tri_L,Cerebelum_9_L,0.0039,0.0039
Temporal_Mid_R,Cerebelum_7b_L,-0.0039,-0.0039
Cerebelum_9_R,Vermis_7,0.0038,0.0038
Temporal_Inf_L,Cerebelum_9_L,0.0038,0.0038
Putamen_L,Vermis_10,0.0038,0.0038
Amygdala_L,Cerebelum_9_R,-0.0038,-0.0038
Temporal_Inf_L,Vermis_9,0.0038,0.0038
Rectus_R,Cerebelum_Crus2_R,-0.0038,-0.0038
Fusiform_L,Cerebelum_Crus1_R,-0.0038,-0.0038
Parietal_Sup_R,Cerebelum_9_R,-0.0038,-0.0038
Precuneus_L,Cerebelum_Crus2_R,-0.0038,-0.0038
Frontal_Mid_Orb_L,Vermis_8,0.0038,0.0038
Thalamus_L,Temporal_Pole_Mid_L,0.0038,0.0038
Temporal_Pole_Sup_R,Cerebelum_8_L,-0.0038,-0.0038
Vermis_4_5,Vermis_9,0.0037,0.0037
Caudate_R,Cerebelum_8_L,0.0037,0.0037
Occipital_Inf_L,Cerebelum_7b_L,-0.0037,-0.0037
SupraMarginal_L,Cerebelum_Crus2_L,0.0037,0.0037
Heschl_R,Cerebelum_Crus1_L,0.0037,0.0037
Amygdala_R,Cerebelum_7b_L,-0.0037,-0.0037
Temporal_Inf_L,Vermis_8,-0.0037,-0.0037
Rolandic_Oper_L,Vermis_9,0.0037,0.0037
Precuneus_R,Cerebelum_8_L,0.0037,0.0037
Cerebelum_Crus1_R,Vermis_9,-0.0037,-0.0037
Frontal_Sup_Medial_R,Temporal_Pole_Mid_L,-0.0037,-0.0037
Occipital_Mid_R,Cerebelum_8_L,0.0037,0.0037
Frontal_Inf_Tri_L,Vermis_9,0.0037,0.0037
Frontal_Inf_Tri_R,Cerebelum_Crus1_L,0.0037,0.0037
Occipital_Mid_L,Vermis_9,0.0037,0.0037
Temporal_Pole_Mid_R,Cerebelum_Crus1_L,0.0036,0.0036
Angular_L,Cerebelum_9_L,0.0036,0.0036
Temporal_Sup_R,Cerebelum_Crus1_L,-0.0036,-0.0036
Cerebelum_Crus2_L,Cerebelum_6_L,-0.0036,-0.0036
Frontal_Inf_Oper_L,Vermis_6,-0.0036,-0.0036
Temporal_Inf_L,Cerebelum_Crus1_R,-0.0036,-0.0036
Angular_L,Cerebelum_Crus2_L,-0.0036,-0.0036
Olfactory_R,Parietal_Sup_R,0.0036,0.0036
Occipital_Sup_L,Cerebelum_8_L,0.0036,0.0036
Cingulum_Post_R,Cerebelum_9_L,0.0036,0.0036
Frontal_Med_Orb_R,Cerebelum_Crus2_L,-0.0036,-0.0036
Precentral_L,Cerebelum_8_R,0.0036,0.0036
Precentral_L,Cerebelum_7b_L,0.0036,0.0036
Supp_Motor_Area_R,Temporal_Pole_Mid_R,0.0036,0.0036
Occipital_Inf_R,Cerebelum_8_L,-0.0036,-0.0036
Rolandic_Oper_R,Cerebelum_8_R,0.0035,0.0035
Occipital_Inf_R,Parietal_Inf_L,0.0035,0.0035
Cerebelum_4_5_R,Vermis_8,0.0035,0.0035
ParaHippocampal_R,Cerebelum_7b_L,-0.0035,-0.0035
Frontal_Sup_Orb_L,Vermis_8,0.0035,0.0035
Parietal_Sup_L,Cerebelum_7b_L,0.0035,0.0035
Rolandic_Oper_L,Cerebelum_Crus2_R,0.0035,0.0035
Frontal_Sup_Medial_L,Cerebelum_Crus1_L,0.0035,0.0035
Frontal_Sup_Medial_L,Temporal_Pole_Mid_L,-0.0035,-0.0035
Temporal_Pole_Sup_L,Cerebelum_8_L,0.0035,0.0035
Cingulum_Mid_L,Cerebelum_Crus2_R,-0.0035,-0.0035
Cerebelum_Crus2_L,Vermis_6,0.0035,0.0035
Postcentral_L,Vermis_8,-0.0034,-0.0034
Precentral_L,Vermis_8,0.0034,0.0034
Rectus_R,Vermis_9,-0.0034,-0.0034
Frontal_Med_Orb_L,Cerebelum_9_R,0.0034,0.0034
Cuneus_L,Cerebelum_Crus1_L,0.0034,0.0034
Frontal_Inf_Tri_L,Cerebelum_7b_L,0.0034,0.0034
Cingulum_Ant_L,Cerebelum_Crus2_L,-0.0034,-0.0034
Temporal_Sup_R,Cerebelum_9_L,-0.0034,-0.0034
Temporal_Mid_L,Cerebelum_9_L,0.0034,0.0034
Pallidum_L,Cerebelum_Crus2_R,-0.0034,-0.0033
Frontal_Sup_R,Cerebelum_Crus1_R,-0.0034,-0.0034
Caudate_R,Cerebelum_8_R,-0.0034,-0.0034
Cuneus_R,Cerebelum_8_R,0.0033,0.0033
Amygdala_R,Cerebelum_Crus1_R,-0.0033,-0.0033
Fusiform_R,Cerebelum_8_R,0.0033,0.0033
Frontal_Med_Orb_L,ParaHippocampal_R,-0.0033,-0.0033
Thalamus_L,Vermis_9,-0.0033,-0.0033
Cingulum_Post_L,Cerebelum_8_L,0.0033,0.0033
Frontal_Inf_Orb_R,Cerebelum_Crus1_R,0.0033,0.0033
Parietal_Inf_R,Vermis_8,0.0033,0.0033
Supp_Motor_Area_R,Vermis_9,-0.0033,-0.0033
Cingulum_Ant_L,Cerebelum_Crus2_R,0.0033,0.0033
Cerebelum_3_L,Vermis_7,-0.0033,-0.0033
Frontal_Mid_Orb_R,Cerebelum_Crus2_R,-0.0032,-0.0032
Insula_R,Cerebelum_Crus2_L,0.0032,0.0032
Parietal_Inf_R,Vermis_9,-0.0032,-0.0032
Temporal_Sup_R,Cerebelum_8_R,0.0032,0.0032
Supp_Motor_Area_L,Cerebelum_Crus2_L,0.0032,0.0032
Cingulum_Post_R,Temporal_Pole_Mid_L,0.0032,0.0032
Paracentral_Lobule_L,Cerebelum_Crus1_L,0.0032,0.0032
Frontal_Med_Orb_L,Vermis_9,0.0032,0.0032
Frontal_Sup_R,Temporal_Pole_Mid_R,0.0032,0.0032
Cerebelum_4_5_L,Cerebelum_7b_L,-0.0032,-0.0032
Angular_L,Cerebelum_9_R,0.0032,0.0032
Cerebelum_Crus2_R,Cerebelum_3_L,-0.0032,-0.0032
Postcentral_R,Temporal_Pole_Mid_R,-0.0032,-0.0032
Frontal_Inf_Orb_R,Cerebelum_8_L,-0.0032,-0.0032
Parietal_Sup_L,Cerebelum_Crus1_L,-0.0032,-0.0032
Heschl_L,Cerebelum_Crus2_R,0.0032,0.0032
Calcarine_L,Cerebelum_8_L,0.0032,0.0032
Cingulum_Mid_L,Cerebelum_9_R,0.0032,0.0032
Precuneus_R,Temporal_Pole_Mid_L,-0.0032,-0.0032
Cingulum_Ant_L,Cerebelum_Crus1_L,-0.0031,-0.0031
Frontal_Mid_R,Cerebelum_7b_L,0.0031,0.0031
Putamen_R,Cerebelum_Crus2_R,-0.0031,-0.0031
Temporal_Inf_R,Cerebelum_8_L,0.0031,0.0031
Cingulum_Mid_L,Cerebelum_Crus2_L,0.0031,0.0031
Cerebelum_4_5_R,Cerebelum_8_R,0.0031,0.0031
Precentral_R,Amygdala_R,0.0031,0.0031
Temporal_Inf_L,Cerebelum_Crus2_R,-0.0031,-0.0031
Frontal_Mid_R,Vermis_7,-0.0031,-0.0031
Caudate_R,Cerebelum_9_L,-0.0031,-0.0031
Temporal_Pole_Mid_R,Cerebelum_Crus2_R,-0.0031,-0.0031
Frontal_Inf_Tri_L,Cerebelum_9_R,-0.0031,-0.0031
Parietal_Sup_L,Cerebelum_9_R,-0.003,-0.003
Amygdala_R,Cerebelum_Crus2_L,0.003,0.003
Cingulum_Mid_R,Cerebelum_8_R,-0.003,-0.003
Rectus_L,Cerebelum_Crus1_L,0.003,0.003
Cuneus_R,Cerebelum_Crus1_R,0.003,0.003
Cingulum_Post_L,Vermis_9,-0.003,-0.003
Parietal_Sup_R,Cerebelum_6_L,0.003,0.003
Parietal_Inf_R,Cerebelum_7b_L,-0.003,-0.003
Caudate_L,Cerebelum_8_L,0.003,0.003
Cerebelum_8_R,Vermis_10,-0.003,-0.003
Occipital_Inf_R,Temporal_Pole_Mid_L,-0.003,-0.003
Precuneus_R,Temporal_Pole_Mid_R,-0.0029,-0.0029
Frontal_Inf_Tri_R,Vermis_8,0.0029,0.0029
Cingulum_Post_R,Cerebelum_Crus1_R,-0.0029,-0.0029
Paracentral_Lobule_L,Cerebelum_8_L,-0.0029,-0.0029
Cerebelum_9_L,Vermis_6,-0.0029,-0.0029
Rectus_L,Cerebelum_Crus2_L,-0.0029,-0.0029
Frontal_Med_Orb_R,Cerebelum_Crus2_R,0.0029,0.0029
Precentral_L,Cerebelum_9_L,0.0029,0.0029
Cingulum_Mid_L,Vermis_8,0.0029,0.0029
Paracentral_Lobule_L,Vermis_6,0.0029,0.0029
Frontal_Sup_Medial_R,Cerebelum_Crus2_R,-0.0029,-0.0029
Supp_Motor_Area_L,Cerebelum_7b_L,0.0029,0.0029
Amygdala_R,Cerebelum_Crus2_R,0.0029,0.0029
Cerebelum_3_R,Cerebelum_7b_L,0.0029,0.0029
SupraMarginal_R,Cerebelum_9_L,-0.0029,-0.0029
Parietal_Sup_R,Cerebelum_8_L,0.0029,0.0029
Temporal_Pole_Sup_R,Vermis_9,0.0029,0.0029
Putamen_R,Cerebelum_7b_L,0.0029,0.0029
Thalamus_L,Vermis_8,0.0028,0.0028
Frontal_Sup_Medial_L,Cerebelum_Crus2_R,-0.0028,-0.0028
Calcarine_L,Cerebelum_9_L,-0.0028,-0.0028
Frontal_Sup_Medial_L,Cerebelum_8_R,0.0028,0.0028
Cingulum_Post_R,Temporal_Pole_Mid_R,0.0028,0.0028
Hippocampus_R,Cerebelum_7b_L,-0.0028,-0.0028
Cerebelum_3_L,Cerebelum_8_R,-0.0028,-0.0028
Frontal_Sup_Medial_L,Cerebelum_Crus2_L,0.0028,0.0028
Thalamus_L,Cerebelum_8_R,-0.0028,-0.0028
Precentral_R,Temporal_Pole_Mid_L,-0.0027,-0.0027
Cerebelum_8_L,Vermis_10,0.0027,0.0027
Temporal_Pole_Mid_L,Cerebelum_Crus1_R,-0.0027,-0.0027
Temporal_Sup_L,Cerebelum_9_L,0.0027,0.0027
Angular_R,Vermis_8,-0.0027,-0.0027
Frontal_Inf_Oper_L,Cerebelum_9_L,-0.0027,-0.0027
ParaHippocampal_L,Cerebelum_Crus2_L,0.0027,0.0027
Calcarine_L,Vermis_9,-0.0027,-0.0027
Caudate_L,Cerebelum_Crus2_R,-0.0027,-0.0027
Frontal_Med_Orb_L,Cerebelum_Crus2_L,0.0027,0.0027
Parietal_Inf_R,Cerebelum_9_R,0.0026,0.0026
Calcarine_R,Vermis_9,0.0026,0.0026
Frontal_Inf_Oper_R,Cerebelum_9_R,0.0026,0.0026
Frontal_Mid_L,Cerebelum_7b_L,0.0026,0.0026
Heschl_L,Cerebelum_7b_L,0.0026,0.0026
Temporal_Mid_R,Cerebelum_Crus2_L,0.0026,0.0026
Frontal_Mid_Orb_R,Cerebelum_8_R,-0.0026,-0.0026
Cerebelum_7b_L,Cerebelum_9_R,-0.0026,-0.0026
Occipital_Inf_R,Vermis_7,0.0026,0.0026
Cerebelum_Crus1_L,Cerebelum_8_R,0.0026,0.0026
Thalamus_L,Cerebelum_7b_L,0.0026,0.0026
Frontal_Inf_Tri_R,Cerebelum_8_R,0.0026,0.0026
Paracentral_Lobule_R,Cerebelum_9_L,0.0026,0.0026
Cerebelum_4_5_R,Cerebelum_7b_L,-0.0025,-0.0025
SupraMarginal_R,Vermis_8,0.0025,0.0025
Frontal_Mid_L,Amygdala_L,-0.0025,-0.0025
Occipital_Sup_L,Cerebelum_7b_L,-0.0025,-0.0025
ParaHippocampal_R,Cerebelum_9_L,-0.0025,-0.0025
Parietal_Inf_R,Vermis_7,-0.0025,-0.0025
Caudate_R,Cerebelum_Crus2_R,-0.0025,-0.0025
Frontal_Inf_Oper_L,Cerebelum_8_R,0.0025,0.0025
Precentral_R,Cerebelum_9_R,-0.0025,-0.0025
Frontal_Sup_Orb_L,Cerebelum_Crus2_L,0.0025,0.0025
Angular_L,Temporal_Pole_Mid_L,0.0025,0.0025
Cuneus_L,Cerebelum_Crus2_L,-0.0025,-0.0025
Vermis_6,Vermis_10,0.0025,0.0025
Putamen_L,Cerebelum_7b_L,0.0025,0.0025
Olfactory_R,Cerebelum_8_R,-0.0025,-0.0025
Hippocampus_R,Cerebelum_9_L,-0.0025,-0.0025
Frontal_Sup_Orb_L,Cerebelum_8_R,0.0025,0.0025
Frontal_Mid_Orb_R,Cerebelum_Crus2_L,-0.0025,-0.0025
Heschl_R,Cerebelum_8_R,0.0025,0.0025
Hippocampus_R,Cerebelum_8_R,-0.0024,-0.0024
Occipital_Sup_R,Cerebelum_8_L,0.0024,0.0024
Rectus_R,Cerebelum_7b_L,0.0024,0.0024
Parietal_Inf_L,Cerebelum_9_R,-0.0024,-0.0024
Occipital_Inf_R,Paracentral_Lobule_L,0.0024,0.0024
Cerebelum_Crus1_R,Cerebelum_9_R,0.0024,0.0024
Calcarine_R,Cerebelum_7b_L,-0.0024,-0.0024
Frontal_Mid_Orb_L,Cerebelum_7b_L,0.0024,0.0024
Cerebelum_Crus1_L,Vermis_8,-0.0024,-0.0024
Caudate_R,Cerebelum_7b_L,-0.0024,-0.0024
Supp_Motor_Area_L,Cerebelum_9_L,-0.0024,-0.0024
Cingulum_Ant_L,Cerebelum_8_R,0.0024,0.0024
Cingulum_Post_R,Cerebelum_8_R,-0.0023,-0.0023
Frontal_Mid_Orb_R,Cerebelum_8_L,-0.0023,-0.0023
Precentral_R,Vermis_9,-0.0023,-0.0023
Frontal_Mid_R,Cerebelum_9_R,0.0023,0.0023
Angular_R,Cerebelum_8_R,-0.0023,-0.0023
Fusiform_L,Cerebelum_Crus2_L,-0.0023,-0.0023
Temporal_Mid_L,Vermis_8,0.0023,0.0023
Frontal_Inf_Orb_L,Cerebelum_8_L,0.0023,0.0023
Frontal_Mid_L,Cerebelum_Crus2_L,0.0023,0.0023
Cerebelum_Crus2_R,Cerebelum_6_R,0.0023,0.0023
Postcentral_R,Cerebelum_9_L,0.0023,0.0023
Temporal_Mid_R,Vermis_8,-0.0023,-0.0023
Paracentral_Lobule_R,Temporal_Pole_Mid_R,0.0023,0.0023
Occipital_Sup_R,Cerebelum_Crus2_L,0.0023,0.0023
Temporal_Inf_L,Cerebelum_8_L,-0.0023,-0.0023
Thalamus_R,Cerebelum_Crus2_L,-0.0023,-0.0023
Precentral_R,Cerebelum_Crus2_L,-0.0023,-0.0023
Hippocampus_L,Cerebelum_7b_L,-0.0023,-0.0023
Insula_R,Cerebelum_8_R,-0.0022,-0.0022
Putamen_L,Cerebelum_Crus2_L,0.0022,0.0022
Vermis_6,Vermis_9,-0.0022,-0.0022
Olfactory_L,Cerebelum_Crus2_R,-0.0022,-0.0022
Cerebelum_Crus2_R,Cerebelum_3_R,-0.0022,-0.0022
